fecha,source,medium,campaign,eventos,usuarios,sesiones,pageviews,nuevos_usuarios
20251201,meta,paid,yap-convertion,3,1,1,1,1
20251201,display,trafico,campanayap_2022,3,1,1,1,0
20251201,facebook,paid,YAP_Alcance_Agosto2025,6,2,2,2,2
20251201,facebook,paid,Yap_Conversiones_Octubre 2025,18,3,4,7,3
20251201,segurosgyt.com.gt,referral,(referral),15,1,2,5,0
20251201,google,cpc,Yap_Planes_Search_Noviembre2025_MB,23,2,3,11,0
20251201,youtube.com,referral,(referral),21,5,5,6,4
20251201,facebook,paid,auto-por-kilometro,2615,508,524,731,485
20251201,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,2316,481,538,1016,364
20251201,google,cpc,YAP_AutoKM_PMax_Leads_Noviembre2025_S_Diciembre_MB,1551,283,288,537,283
20251201,yap.com.gt,referral,(referral),1294,167,168,437,159
20251201,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG_Diciembre_MB,1171,212,225,532,211
20251201,(direct),(none),(direct),413,49,59,176,28
20251201,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG_Diciembre_MB,409,48,51,133,48
20251201,google,organic,(organic),300,17,26,147,7
20251201,facebook,paid,Yap_Conversiones_Noviembre 2025,924,142,144,379,140
20251201,google,cpc,YAP_AutoKM_PMax_Leads_Noviembre2025_S,158,8,12,80,0
20251201,Data Not Available,Data Not Available,(cross-network),232,36,39,114,32
20251201,selfadjust.bdeo.es,referral,(referral),39,2,2,29,1
20251201,google,cpc,Yap_Planes_Search_Noviembre2025_MB_Diciembre,40,7,7,14,7
20251201,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG,45,9,11,18,0
20251201,facebook,paid,YAP_Alcance_Septiembre2025,33,10,10,10,10
20251201,google,cpc,YAP_BlackWeek_DemandGen_Noviembre2025_MB,82,19,24,41,2
20251201,google,cpc,YAP_AutoKM_Search_Leads_Enero2025_SG,94,4,7,45,0
20251201,gtc.com.gt,referral,(referral),111,3,4,56,1
20251201,meta,paid,black-week,81,18,21,31,2
20251202,google,cpc,YAP_AutoKM AO_Search_Leads_Enero2025_SG,5,1,1,1,0
20251202,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,12,1,3,7,0
20251202,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,10,3,3,5,0
20251202,m.facebook.com,referral,(referral),9,2,2,3,2
20251202,meta,paid,auto-por-kilometro,8,2,2,3,0
20251202,meta,paid,yap-branding,7,2,2,2,2
20251202,facebook,paid,YAP_Alcance_Agosto2025,6,2,2,2,2
20251202,google,cpc,Yap_Planes_Search_Noviembre2025_MB,6,2,2,2,0
20251202,googleads.g.doubleclick.net,referral,(referral),5,1,1,1,1
20251202,segurosgyt.com.gt,referral,(referral),14,1,2,7,0
20251202,meta,paid,matriz-contenido,4,1,1,1,0
20251202,syndicatedsearch.goog,referral,(referral),4,1,1,1,1
20251202,google,cpc,Prly_Search_Categoría_NOV,4,1,1,2,0
20251202,google,cpc,YAP_AutoTradicional_Search_Leads_Enero2025_HC,4,1,1,2,0
20251202,meta,paid,auto-tradicional,3,1,1,2,0
20251202,google,cpc,YAP_AutoKM_Search_Leads_Enero2025_SG,3,1,1,1,0
20251202,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,3,1,1,1,0
20251202,meta,paid,moto-por-kilomertro,2,1,1,1,0
20251202,c702ca28fd261cb8b3aefe39362a2b83.safeframe.googlesyndication.com,referral,(referral),5,1,1,1,1
20251202,l.facebook.com,referral,(referral),15,3,3,4,3
20251202,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG_Diciembre_MB,2583,452,532,1160,426
20251202,google,cpc,YAP_AutoTradicional_Search_Leads_Noviembre2025_MB,37,2,2,25,0
20251202,facebook,paid,auto-por-kilometro,2420,483,504,701,439
20251202,yap.com.gt,referral,(referral),2262,243,260,797,226
20251202,google,cpc,YAP_AutoKM_PMax_Leads_Noviembre2025_S_Diciembre_MB,2231,427,445,731,419
20251202,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,1449,324,366,656,147
20251202,facebook,paid,Yap_Conversiones_Noviembre 2025,1331,208,216,533,199
20251202,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG_Diciembre_MB,816,114,127,300,112
20251202,(direct),(none),(direct),550,59,72,265,35
20251202,google,cpc,Yap_Planes_Search_Noviembre2025_MB_Diciembre,457,64,68,165,64
20251202,meta,paid,black-week,180,19,21,70,0
20251202,facebook,paid,YAP_Alcance_Septiembre2025,36,11,11,11,11
20251202,tagassistant.google.com,referral,(referral),145,1,3,56,0
20251202,google,organic,(organic),141,13,16,56,4
20251202,google,cpc,YAP_AutoTradicional_Search_Leads_Noviembre2025_MB_Diciembre,114,12,14,43,12
20251202,Data Not Available,Data Not Available,(cross-network),79,17,19,35,11
20251202,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG,76,9,13,38,0
20251202,google,cpc,YAP_BlackWeek_DemandGen_Noviembre2025_MB,69,20,23,31,2
20251202,gtc.com.gt,referral,(referral),66,3,4,30,2
20251202,youtube.com,referral,(referral),58,15,16,18,11
20251202,google,cpc,YAP_AutoKM_PMax_Leads_Noviembre2025_S,167,17,20,71,0
20251203,google,cpc,YAP_AutoTradicional_Search_Leads_Enero2025_HC,6,2,2,3,0
20251203,facebook,paid,YAP_Alcance_Agosto2025,13,4,4,4,3
20251203,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,24,3,6,11,1
20251203,tiktok,paid,black-week,15,6,6,6,0
20251203,facebook,paid,YAP_Alcance_Septiembre2025,24,7,7,7,7
20251203,tiktok.com,referral,(referral),5,2,2,2,1
20251203,tiktok,paid,YAP_Tráfico_Noviembre_2025_MB,15,7,7,7,0
20251203,facebook,cpl,trafico_SegurosYap,5,1,1,3,0
20251203,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,4,1,1,2,0
20251203,33e94ab6e603da58d1ddb3dc42efa495.safeframe.googlesyndication.com,referral,(referral),4,1,1,1,1
20251203,m.facebook.com,referral,(referral),4,1,1,1,1
20251203,l.facebook.com,referral,(referral),4,1,1,1,1
20251203,tiktok,paid,auto-por-kilometro,3,1,1,2,0
20251203,meta,paid,yap-convertion,3,1,1,1,0
20251203,tiktok,paid,yap-branding,2,1,1,1,0
20251203,google,cpc,YAP_AutoTradicional_PMax_Leads_Noviembre2025_MB,2,1,1,0,0
20251203,google,cpc,YAP_AutoKM AO_Search_Leads_Enero2025_SG,26,1,1,22,0
20251203,tycsports.com,referral,(referral),5,1,1,1,1
20251203,gtc.com.gt,referral,(referral),38,2,2,14,2
20251203,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG,30,7,10,14,0
20251203,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,1751,378,440,782,187
20251203,google,cpc,Yap_Planes_Search_Noviembre2025_MB,38,3,4,19,0
20251203,google,cpc,YAP_AutoKM_PMax_Leads_Noviembre2025_S_Diciembre_MB,5213,900,934,1725,879
20251203,facebook,paid,auto-por-kilometro,4944,1091,1121,1495,1038
20251203,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG_Diciembre_MB,2586,486,566,1126,419
20251203,yap.com.gt,referral,(referral),2042,258,266,716,242
20251203,facebook,paid,Yap_Conversiones_Noviembre 2025,1450,221,238,607,209
20251203,tiktok,paid,YAP_Tráfico_Diciembre_2025_MB,1034,307,312,315,307
20251203,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG_Diciembre_MB,514,80,83,212,77
20251203,(direct),(none),(direct),808,51,66,383,32
20251203,Data Not Available,Data Not Available,(cross-network),230,35,36,105,28
20251203,segurosgyt.com.gt,referral,(referral),80,2,5,44,1
20251203,google,cpc,YAP_BlackWeek_DemandGen_Noviembre2025_MB,80,19,25,30,1
20251203,meta,paid,black-week,77,17,17,28,1
20251203,google,organic,(organic),70,10,10,28,5
20251203,youtube.com,referral,(referral),65,15,16,21,8
20251203,google,cpc,YAP_AutoKM_PMax_Leads_Noviembre2025_S,56,8,8,25,0
20251203,google,cpc,YAP_AutoTradicional_Search_Leads_Noviembre2025_MB_Diciembre,41,7,7,15,7
20251203,google,cpc,Yap_Planes_Search_Noviembre2025_MB_Diciembre,348,37,41,133,36
20251204,adwords,ppc,Yap_Planes_Search_Noviembre2025_MB,10,3,3,3,3
20251204,facebook,cpl,trafico_SegurosYap,9,2,2,3,0
20251204,meta,paid,moto-por-kilomertro,9,1,1,2,0
20251204,google,cpc,Yap_Planes_Search_Noviembre2025_MB,12,1,1,6,0
20251204,segurosgyt.com.gt,referral,(referral),28,1,3,10,0
20251204,tiktok,paid,yap-branding,20,6,6,6,4
20251204,tiktok,paid,YAP_Tráfico_Noviembre_2025_MB,27,9,9,11,0
20251204,facebook,paid,Yap_Conversiones_Octubre 2025,9,2,2,4,1
20251204,l.facebook.com,referral,(referral),14,2,2,6,2
20251204,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,7,1,1,5,0
20251204,tiktok.com,referral,(referral),3,1,1,1,1
20251204,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,6,2,2,3,0
20251204,syndicatedsearch.goog,referral,(referral),5,1,1,1,1
20251204,selfadjust.bdeo.es,referral,(referral),4,1,1,2,0
20251204,search,paid,yap-convertion,4,1,1,1,1
20251204,facebook,paid,YAP_Alcance_Agosto2025,4,1,1,1,1
20251204,google,cpc,YAP_AutoTradicional_Display_Remarketing_Febrero2025_SG,4,1,1,1,0
20251204,facebook,paid,YAP_Tráfico_Junio2025,3,1,1,1,0
20251204,tycsports.com,referral,(referral),3,1,2,2,0
20251204,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,2,1,1,1,0
20251204,tiktok,paid,black-week,6,3,3,3,0
20251204,facebook,paid,YAP_Alcance_Septiembre2025,32,10,10,10,10
20251204,yap.com.gt,referral,(referral),2611,294,304,979,279
20251204,google,cpc,YAP_AutoKM_Search_Leads_Enero2025_SG,38,3,3,21,0
20251204,meta,paid,black-week,37,9,9,19,0
20251204,google,cpc,YAP_AutoKM_PMax_Leads_Noviembre2025_S_Diciembre_MB,4555,856,886,1514,823
20251204,facebook,paid,auto-por-kilometro,4369,965,1001,1388,885
20251204,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG_Diciembre_MB,3621,672,801,1602,586
20251204,tiktok,paid,YAP_Tráfico_Diciembre_2025_MB,1833,566,572,583,565
20251204,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG_Diciembre_MB,875,160,165,296,153
20251204,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,785,185,221,380,13
20251204,google,cpc,Yap_Planes_Search_Noviembre2025_MB_Diciembre,686,95,99,256,93
20251204,(direct),(none),(direct),444,53,66,184,27
20251204,facebook,paid,Yap_Conversiones_Noviembre 2025,1073,165,183,437,138
20251204,bing,organic,(organic),100,3,4,51,2
20251204,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG,48,7,10,23,0
20251204,Data Not Available,Data Not Available,(cross-network),158,25,27,70,19
20251204,gtc.com.gt,referral,(referral),56,4,8,27,1
20251204,google,cpc,YAP_AutoKM AO_Search_Leads_Enero2025_SG,59,1,1,33,0
20251204,google,cpc,YAP_BlackWeek_DemandGen_Noviembre2025_MB,55,15,16,22,2
20251204,youtube.com,referral,(referral),70,18,19,18,15
20251204,google,organic,(organic),84,7,8,37,3
20251204,google,cpc,YAP_AutoKM_PMax_Leads_Noviembre2025_S,92,10,12,42,0
20251204,google,cpc,YAP_AutoTradicional_Search_Leads_Noviembre2025_MB_Diciembre,62,12,12,21,12
20251205,google,cpc,Prly_Search_Marca_NOV,18,1,1,9,0
20251205,google,cpc,YAP_AutoTradicional_PMax_Leads_Noviembre2025_MB,6,2,2,2,1
20251205,atlas.taboolanews.com,referral,(referral),16,3,3,5,3
20251205,tiktok,paid,yap-branding,15,4,4,4,4
20251205,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,13,2,3,7,0
20251205,google,cpc,Yap_Planes_Search_Noviembre2025_MB,11,2,3,5,0
20251205,l.facebook.com,referral,(referral),10,2,2,3,2
20251205,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG,9,3,3,4,0
20251205,facebook,cpl,trafico_SegurosYap,8,3,3,3,0
20251205,m.facebook.com,referral,(referral),5,1,1,2,1
20251205,google,cpc,YAP_AutoKM AO_Search_Leads_Enero2025_SG,2,1,1,1,0
20251205,googleads.g.doubleclick.net,referral,(referral),5,1,1,1,1
20251205,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,5,1,1,3,0
20251205,selfadjust.bdeo.es,referral,(referral),4,1,1,2,0
20251205,google,cpc,auto-por-kilometro,4,1,1,1,1
20251205,tiktok.com,referral,(referral),4,1,1,1,1
20251205,facebook,paid,YAP_Alcance_Agosto2025,3,1,1,1,1
20251205,search,paid,yap-convertion,3,1,1,1,1
20251205,meta,paid,auto-por-kilometro,3,1,1,1,0
20251205,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,20,4,4,13,0
20251205,a2d4fd58d0e3f3de73424b6de6eda7b8.safeframe.googlesyndication.com,referral,(referral),5,1,1,1,1
20251205,tiktok,paid,black-week,20,8,8,8,3
20251205,google,cpc,YAP_AutoKM_PMax_Leads_Noviembre2025_S_Diciembre_MB,6646,1160,1198,2116,1097
20251205,segurosgyt.com.gt,referral,(referral),23,1,2,8,0
20251205,facebook,paid,auto-por-kilometro,4799,1076,1110,1481,986
20251205,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG_Diciembre_MB,3412,674,767,1498,558
20251205,yap.com.gt,referral,(referral),2266,318,329,757,295
20251205,tiktok,paid,YAP_Tráfico_Diciembre_2025_MB,1717,518,525,543,512
20251205,facebook,paid,Yap_Conversiones_Noviembre 2025,1026,171,186,416,145
20251205,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,841,190,237,385,13
20251205,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG_Diciembre_MB,799,129,135,297,120
20251205,(direct),(none),(direct),465,55,65,206,35
20251205,google,cpc,Yap_Planes_Search_Noviembre2025_MB_Diciembre,287,47,48,104,43
20251205,gtc.com.gt,referral,(referral),21,3,4,6,3
20251205,youtube.com,referral,(referral),96,23,25,33,13
20251205,google,organic,(organic),90,5,8,36,2
20251205,google,cpc,YAP_AutoKM_PMax_Leads_Noviembre2025_S,87,10,11,35,0
20251205,meta,paid,black-week,83,16,16,30,1
20251205,google,cpc,YAP_AutoKM_Search_Leads_Enero2025_SG,80,2,2,38,0
20251205,google,cpc,YAP_BlackWeek_DemandGen_Noviembre2025_MB,46,10,12,18,1
20251205,tiktok,paid,YAP_Tráfico_Noviembre_2025_MB,32,9,9,14,0
20251205,google,cpc,YAP_AutoTradicional_Search_Leads_Noviembre2025_MB_Diciembre,29,5,5,10,5
20251205,facebook,paid,YAP_Alcance_Septiembre2025,27,7,7,7,7
20251205,Data Not Available,Data Not Available,(cross-network),173,23,28,82,18
20251206,7ea41bea3c09191f3939bf6aff933471.safeframe.googlesyndication.com,referral,(referral),7,1,1,2,1
20251206,facebook,paid,YAP_Alcance_Agosto2025,9,3,3,3,2
20251206,tiktok,paid,black-week,9,4,4,4,0
20251206,facebook,paid,YAP_Alcance_Septiembre2025,16,5,5,5,4
20251206,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,11,3,3,5,0
20251206,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,13,3,4,8,0
20251206,facebook,cpl,trafico_SegurosYap,6,2,2,3,0
20251206,tiktok.com,referral,(referral),9,3,3,3,2
20251206,atlas.taboolanews.com,referral,(referral),5,1,1,1,1
20251206,meta,paid,auto-por-kilometro,2,1,1,1,0
20251206,meta,paid,auto-tradicional,4,1,1,1,0
20251206,l.facebook.com,referral,(referral),4,1,1,1,1
20251206,google,cpc,YAP_AutoKM_Search_Leads_Enero2025_SG,4,1,1,2,0
20251206,tiktok,paid,auto-por-kilometro,2,1,1,1,0
20251206,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,2,1,1,1,0
20251206,google,cpc,YAP_AutoKM_Display_Remarketing_Febrero2025_SG,2,1,1,1,0
20251206,google,cpc,YAP_AutoTradicional_Search_Leads_Enero2025_HC,2,1,1,1,0
20251206,tiktok,paid,yap-branding,22,6,6,7,5
20251206,c702ca28fd261cb8b3aefe39362a2b83.safeframe.googlesyndication.com,referral,(referral),4,1,1,2,0
20251206,google,cpc,Yap_Planes_Search_Noviembre2025_MB,2,1,1,1,0
20251206,tiktok,paid,YAP_Tráfico_Noviembre_2025_MB,22,9,9,9,0
20251206,google,cpc,YAP_AutoKM_PMax_Leads_Noviembre2025_S,34,5,6,16,0
20251206,google,organic,(organic),22,4,4,8,2
20251206,google,cpc,YAP_AutoKM_PMax_Leads_Noviembre2025_S_Diciembre_MB,5782,1064,1096,1913,994
20251206,facebook,paid,auto-por-kilometro,4396,954,998,1350,859
20251206,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG_Diciembre_MB,3745,712,828,1677,584
20251206,yap.com.gt,referral,(referral),2627,324,340,845,299
20251206,facebook,paid,Yap_Conversiones_Noviembre 2025,1249,195,214,541,164
20251206,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,630,162,191,300,6
20251206,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG_Diciembre_MB,588,117,120,210,110
20251206,tiktok,paid,YAP_Tráfico_Diciembre_2025_MB,1636,496,498,515,493
20251206,(direct),(none),(direct),228,45,57,98,25
20251206,Data Not Available,Data Not Available,(cross-network),198,33,38,89,26
20251206,meta,paid,black-week,123,20,25,54,0
20251206,google,cpc,YAP_BlackWeek_DemandGen_Noviembre2025_MB,62,17,17,26,1
20251206,youtube.com,referral,(referral),53,11,12,16,7
20251206,google,cpc,YAP_AutoTradicional_Search_Leads_Noviembre2025_MB_Diciembre,46,8,8,15,8
20251206,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG,45,3,3,15,0
20251206,google,cpc,Yap_Planes_Search_Noviembre2025_MB_Diciembre,469,61,65,197,55
20251206,meta,paid,yap-convertion,36,2,2,15,2
20251207,facebook,paid,YAP_Alcance_Agosto2025,6,2,2,2,2
20251207,google,cpc,YAP_AutoTradicional_PMax_Leads_Noviembre2025_MB,7,2,2,2,2
20251207,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG,7,2,2,3,0
20251207,accounts.google.com,referral,(referral),12,1,1,2,1
20251207,facebook,cpl,trafico_SegurosYap,8,2,2,3,0
20251207,l.facebook.com,referral,(referral),9,2,2,3,2
20251207,ooh,qr_code,yap_aukm_black_week,6,2,2,2,2
20251207,tiktok.com,referral,(referral),8,2,2,3,2
20251207,adwords,ppc,Yap_Planes_Search_Noviembre2025_MB,6,2,2,2,2
20251207,google,cpc,YAP_AutoTradicional_Search_Leads_Noviembre2025_MB,2,1,1,0,0
20251207,tiktok,paid,auto-por-kilometro,2,1,1,1,0
20251207,google,cpc,Yap_Planes_Search_Noviembre2025_MB,5,1,1,2,0
20251207,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,4,1,1,2,0
20251207,google,cpc,YAP_AutoKM_Display_Remarketing_Febrero2025_SG,4,1,1,2,0
20251207,atlas.taboolanews.com,referral,(referral),3,1,1,1,1
20251207,search,paid,yap-convertion,3,1,1,1,1
20251207,infobae.com,referral,(referral),3,1,1,1,1
20251207,search,paid,planes-yap,3,1,1,1,1
20251207,tiktok,paid,YAP_Tráfico_Noviembre_2025_MB,13,6,6,6,0
20251207,m.facebook.com,referral,(referral),5,1,1,2,1
20251207,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,17,4,5,9,0
20251207,google,cpc,YAP_AutoTradicional_Search_Leads_Enero2025_HC,5,1,1,1,0
20251207,tiktok,paid,yap-branding,22,7,7,7,5
20251207,meta,paid,yap-branding,21,4,4,6,4
20251207,facebook,paid,auto-por-kilometro,5264,1119,1186,1647,1021
20251207,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG_Diciembre_MB,3392,674,757,1528,541
20251207,yap.com.gt,referral,(referral),2400,336,351,784,317
20251207,tiktok,paid,YAP_Tráfico_Diciembre_2025_MB,1732,508,517,533,503
20251207,facebook,paid,Yap_Conversiones_Noviembre 2025,1596,277,289,618,262
20251207,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG_Diciembre_MB,706,88,92,256,84
20251207,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,616,144,176,299,7
20251207,(direct),(none),(direct),327,57,66,138,39
20251207,google,cpc,YAP_AutoKM_PMax_Leads_Noviembre2025_S_Diciembre_MB,5702,946,991,1781,874
20251207,google,cpc,YAP_AutoKM_PMax_Leads_Noviembre2025_S,148,12,15,73,0
20251207,Data Not Available,Data Not Available,(cross-network),144,28,29,70,18
20251207,meta,paid,black-week,96,22,22,36,0
20251207,google,cpc,YAP_AutoTradicional_Search_Leads_Noviembre2025_MB_Diciembre,69,5,5,22,5
20251207,youtube.com,referral,(referral),51,13,14,18,8
20251207,facebook,paid,YAP_Alcance_Septiembre2025,42,13,13,13,13
20251207,tiktok,paid,black-week,28,10,12,12,0
20251207,google,organic,(organic),26,3,4,9,2
20251207,google,cpc,YAP_BlackWeek_DemandGen_Noviembre2025_MB,23,7,9,10,0
20251207,google,cpc,Yap_Planes_Search_Noviembre2025_MB_Diciembre,216,14,14,98,13
20251208,facebook,paid,YAP_Alcance_Septiembre2025,6,2,2,2,1
20251208,l.facebook.com,referral,(referral),6,2,2,2,1
20251208,google,cpc,Yap_Planes_Search_Noviembre2025_MB,20,1,2,10,0
20251208,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,12,3,3,6,0
20251208,tiktok,paid,yap-branding,19,5,5,5,5
20251208,adwords,ppc,YAP_AutoKM_Search_Leads_Octubre2025_SG,6,2,2,2,2
20251208,search,paid,yap-convertion,6,2,2,2,2
20251208,m.facebook.com,referral,(referral),5,1,1,2,1
20251208,facebook,cpl,trafico_SegurosYap,3,1,1,1,0
20251208,meta,paid,yap-convertion,4,1,1,1,0
20251208,meta,paid,auto-por-kilometro,3,1,1,1,0
20251208,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG,3,1,1,1,0
20251208,facebook,paid,YAP_Alcance_Agosto2025,3,1,1,1,1
20251208,tiktok,paid,auto-por-kilometro,3,1,1,1,0
20251208,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,2,1,1,1,0
20251208,google,cpc,SEARCH - YAP - BRAND,2,1,1,1,0
20251208,gtc.com.gt,referral,(referral),20,1,1,6,1
20251208,tiktok.com,referral,(referral),4,1,1,2,1
20251208,google,organic,(organic),23,5,5,10,3
20251208,search,paid,auto-por-kilometro,3,1,1,1,1
20251208,tiktok,paid,YAP_Tráfico_Noviembre_2025_MB,23,9,10,10,0
20251208,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG_Diciembre_MB,3727,723,833,1656,559
20251208,tiktok,paid,YAP_Tráfico_Diciembre_2025_MB,1655,487,494,503,479
20251208,yap.com.gt,referral,(referral),937,163,179,310,141
20251208,facebook,paid,Yap_Conversiones_Noviembre 2025,861,146,155,331,125
20251208,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,642,158,187,312,12
20251208,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG_Diciembre_MB,480,81,82,171,76
20251208,(direct),(none),(direct),409,43,47,176,30
20251208,google,cpc,Yap_Planes_Search_Noviembre2025_MB_Diciembre,278,19,22,112,11
20251208,facebook,paid,auto-por-kilometro,3637,763,795,1081,661
20251208,Data Not Available,Data Not Available,(cross-network),149,22,26,70,18
20251208,google,cpc,YAP_AutoKM_PMax_Leads_Noviembre2025_S_Diciembre_MB,191,21,28,81,7
20251208,tiktok,paid,black-week,48,18,19,19,0
20251208,youtube.com,referral,(referral),69,17,17,24,9
20251208,segurosgyt.com.gt,referral,(referral),82,1,5,26,0
20251208,google,cpc,YAP_BlackWeek_DemandGen_Noviembre2025_MB,23,8,9,11,1
20251208,meta,paid,black-week,98,20,24,35,0
20251208,google,cpc,YAP_AutoTradicional_Search_Leads_Noviembre2025_MB_Diciembre,104,10,13,45,9
20251208,google,cpc,YAP_AutoKM_PMax_Leads_Noviembre2025_S,137,4,8,68,0
20251209,tiktok,paid,YAP_Tráfico_Noviembre_2025_MB,17,8,8,8,0
20251209,facebook,cpl,trafico_SegurosYap,16,3,3,9,0
20251209,tiktok,paid,yap-branding,16,5,5,5,5
20251209,meta,paid,yap-branding,15,4,4,4,4
20251209,search,paid,auto-por-kilometro,14,4,4,4,4
20251209,tiktok,paid,black-week,13,6,6,6,0
20251209,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,12,2,3,5,0
20251209,google,cpc,YAP_AutoKM_Search_Leads_Enero2025_SG,8,2,3,3,0
20251209,gtc.com.gt,referral,(referral),2,1,1,1,0
20251209,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,8,1,1,4,0
20251209,l.facebook.com,referral,(referral),8,2,2,2,2
20251209,m.facebook.com,referral,(referral),5,1,1,2,1
20251209,google,cpc,YAP_AutoKM_Display_Remarketing_Febrero2025_SG,5,1,1,4,0
20251209,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG,3,1,1,1,0
20251209,facebook,paid,YAP_Alcance_Septiembre2025,25,7,7,7,7
20251209,tiktok.com,referral,(referral),10,3,3,4,3
20251209,google,cpc,YAP_BlackWeek_DemandGen_Noviembre2025_MB,6,2,3,3,0
20251209,google,cpc,YAP_AutoKM_PMax_Leads_Noviembre2025_S,43,2,2,16,0
20251209,youtube.com,referral,(referral),62,15,15,24,8
20251209,segurosgyt.com.gt,referral,(referral),47,1,4,28,0
20251209,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG_Diciembre_MB,3878,775,878,1721,596
20251209,facebook,paid,auto-por-kilometro,3564,647,675,970,575
20251209,yap.com.gt,referral,(referral),1672,241,256,542,222
20251209,facebook,paid,Yap_Conversiones_Noviembre 2025,1490,245,252,542,224
20251209,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG_Diciembre_MB,720,82,85,261,82
20251209,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,603,150,165,286,15
20251209,tiktok,paid,YAP_Tráfico_Diciembre_2025_MB,1606,475,479,491,461
20251209,(direct),(none),(direct),368,48,61,143,25
20251209,google,cpc,YAP_AutoKM_PMax_Leads_Noviembre2025_S_Diciembre_MB,169,32,33,64,19
20251209,Data Not Available,Data Not Available,(cross-network),100,20,21,44,12
20251209,google,organic,(organic),80,7,10,31,4
20251209,google,cpc,YAP_AutoTradicional_Search_Leads_Noviembre2025_MB_Diciembre,68,11,11,23,10
20251209,meta,paid,black-week,67,14,15,24,0
20251209,google,cpc,Yap_Planes_Search_Noviembre2025_MB_Diciembre,482,28,31,186,26
20251210,tiktok,paid,yap-branding,10,3,3,3,3
20251210,tiktok,paid,black-week,26,9,9,9,0
20251210,facebook,paid,YAP_Alcance_Septiembre2025,19,5,5,5,5
20251210,google,cpc,YAP_BlackWeek_DemandGen_Noviembre2025_MB,18,7,7,7,1
20251210,l.facebook.com,referral,(referral),18,3,3,6,1
20251210,m.facebook.com,referral,(referral),13,3,3,4,3
20251210,search,paid,auto-por-kilometro,12,4,4,4,4
